Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Language,Citations,Reference,Abstract,DOI,Publication type,Open Access,EID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Author Keyword
Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease,"Sacheli, M.A., Neva, J.L., Lakhani, B., Murray, D.K., Vafai, N., Shahinfard, E., English, C., McCormick, S., Dinelle, K., Neilson, N., McKenzie, J., Schulzer, M., McKenzie, D.C., Appel-Cresswell, S., McKeown, M.J., Boyd, L.A., Sossi, V., Stoessl, A.J.",18,49862164000| 55084297500| 36504403900| 55817097600| 17347044800| 34870645400| 20533868000| 15835259900| 23008057200| 57193676918| 7202100222| 7005737438| 7202305066| 36237882900| 7005375626| 7101895712| 56276238300| 7004896118,2019,2019-12-01,Movement Disorders,English,73,"Sacheli, M.A., Neva, J.L., Lakhani, B. and 15 more (...) (2019).Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease. Movement Disorders,34(12) 1891-1900",https://www.scopus.com/record/display.url?eid=2-s2.0-85073992686&origin=resultslist,10.1002/mds.27865,Article,,2-s2.0-85073992686,University of British Columbia| Vancouver Coastal Health,2,60083635| 60005789| 60010365| 60010365| 60010365| 60010365| 60010365,Djavad Mowafaghian Centre for Brain Health| Vancouver Coastal Health| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,49862164000,7004896118,49862164000,-,Canada,Martin McKeown
Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease,"Sacheli, M.A., Neva, J.L., Lakhani, B., Murray, D.K., Vafai, N., Shahinfard, E., English, C., McCormick, S., Dinelle, K., Neilson, N., McKenzie, J., Schulzer, M., McKenzie, D.C., Appel-Cresswell, S., McKeown, M.J., Boyd, L.A., Sossi, V., Stoessl, A.J.",18,49862164000| 55084297500| 36504403900| 55817097600| 17347044800| 34870645400| 20533868000| 15835259900| 23008057200| 57193676918| 7202100222| 7005737438| 7202305066| 36237882900| 7005375626| 7101895712| 56276238300| 7004896118,2019,2019-12-01,Movement Disorders,English,73,"Sacheli, M.A., Neva, J.L., Lakhani, B. and 15 more (...) (2019).Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease. Movement Disorders,34(12) 1891-1900",https://www.scopus.com/record/display.url?eid=2-s2.0-85073992686&origin=resultslist,10.1002/mds.27865,Article,,2-s2.0-85073992686,University of British Columbia| Vancouver Coastal Health,2,60083635| 60005789| 60010365| 60010365| 60010365| 60010365| 60010365,Djavad Mowafaghian Centre for Brain Health| Vancouver Coastal Health| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,49862164000,7004896118,49862164000,-,Canada,Lara A. Boyd
Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease,"Sacheli, M.A., Neva, J.L., Lakhani, B., Murray, D.K., Vafai, N., Shahinfard, E., English, C., McCormick, S., Dinelle, K., Neilson, N., McKenzie, J., Schulzer, M., McKenzie, D.C., Appel-Cresswell, S., McKeown, M.J., Boyd, L.A., Sossi, V., Stoessl, A.J.",18,49862164000| 55084297500| 36504403900| 55817097600| 17347044800| 34870645400| 20533868000| 15835259900| 23008057200| 57193676918| 7202100222| 7005737438| 7202305066| 36237882900| 7005375626| 7101895712| 56276238300| 7004896118,2019,2019-12-01,Movement Disorders,English,73,"Sacheli, M.A., Neva, J.L., Lakhani, B. and 15 more (...) (2019).Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease. Movement Disorders,34(12) 1891-1900",https://www.scopus.com/record/display.url?eid=2-s2.0-85073992686&origin=resultslist,10.1002/mds.27865,Article,,2-s2.0-85073992686,University of British Columbia| Vancouver Coastal Health,2,60083635| 60005789| 60010365| 60010365| 60010365| 60010365| 60010365,Djavad Mowafaghian Centre for Brain Health| Vancouver Coastal Health| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,49862164000,7004896118,49862164000,-,Canada,A. Jon Stoessl
Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease,"Sacheli, M.A., Neva, J.L., Lakhani, B., Murray, D.K., Vafai, N., Shahinfard, E., English, C., McCormick, S., Dinelle, K., Neilson, N., McKenzie, J., Schulzer, M., McKenzie, D.C., Appel-Cresswell, S., McKeown, M.J., Boyd, L.A., Sossi, V., Stoessl, A.J.",18,49862164000| 55084297500| 36504403900| 55817097600| 17347044800| 34870645400| 20533868000| 15835259900| 23008057200| 57193676918| 7202100222| 7005737438| 7202305066| 36237882900| 7005375626| 7101895712| 56276238300| 7004896118,2019,2019-12-01,Movement Disorders,English,73,"Sacheli, M.A., Neva, J.L., Lakhani, B. and 15 more (...) (2019).Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease. Movement Disorders,34(12) 1891-1900",https://www.scopus.com/record/display.url?eid=2-s2.0-85073992686&origin=resultslist,10.1002/mds.27865,Article,,2-s2.0-85073992686,University of British Columbia| Vancouver Coastal Health,2,60083635| 60005789| 60010365| 60010365| 60010365| 60010365| 60010365,Djavad Mowafaghian Centre for Brain Health| Vancouver Coastal Health| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,49862164000,7004896118,49862164000,-,Canada,Silke Appel-Cresswell
Joint Blind Source Separation for Neurophysiological Data Analysis: Multiset and multimodal methods,"Chen, X., Wang, Z.J., McKeown, M.",3,36456894700| 11241026700| 7005375626,2016,2016-05-01,IEEE Signal Processing Magazine,English,72,"Chen, X., Wang, Z.J., McKeown, M. (2016).Joint Blind Source Separation for Neurophysiological Data Analysis: Multiset and multimodal methods. IEEE Signal Processing Magazine,33(3) 86-107",https://www.scopus.com/record/display.url?eid=2-s2.0-85032751347&origin=resultslist,10.1109/MSP.2016.2521870,Article,,2-s2.0-85032751347,Hefei University of Technology| University of British Columbia,2,60002836| 60010365| 60010365,Hefei University of Technology| The University of British Columbia| The University of British Columbia,36456894700,7005375626,-,-,China| Canada,Z. Jane Wang
Joint Blind Source Separation for Neurophysiological Data Analysis: Multiset and multimodal methods,"Chen, X., Wang, Z.J., McKeown, M.",3,36456894700| 11241026700| 7005375626,2016,2016-05-01,IEEE Signal Processing Magazine,English,72,"Chen, X., Wang, Z.J., McKeown, M. (2016).Joint Blind Source Separation for Neurophysiological Data Analysis: Multiset and multimodal methods. IEEE Signal Processing Magazine,33(3) 86-107",https://www.scopus.com/record/display.url?eid=2-s2.0-85032751347&origin=resultslist,10.1109/MSP.2016.2521870,Article,,2-s2.0-85032751347,Hefei University of Technology| University of British Columbia,2,60002836| 60010365| 60010365,Hefei University of Technology| The University of British Columbia| The University of British Columbia,36456894700,7005375626,-,-,China| Canada,Martin McKeown
Cognitive flexibility and long-term depression (LTD) are impaired following β-catenin stabilization in vivo,"Mills, F., Bartlett, T.E., Dissing-Olesen, L., Wisniewska, M.B., Kuznicki, J., Macvicar, B.A., Wang, Y.T., Bamji, S.X.",8,7007049981| 58366876700| 8610366300| 7003863560| 58494664800| 7006717711| 8908521300| 7005627810,2014,2014-06-10,Proceedings of the National Academy of Sciences of the United States of America,English,71,"Mills, F., Bartlett, T.E., Dissing-Olesen, L. and 5 more (...) (2014).Cognitive flexibility and long-term depression (LTD) are impaired following β-catenin stabilization in vivo. Proceedings of the National Academy of Sciences of the United States of America,111(23) 8631-8636",https://www.scopus.com/record/display.url?eid=2-s2.0-84902142442&origin=resultslist,10.1073/pnas.1404670111,Article,Bronze|Green,2-s2.0-84902142442,International Institute of Molecular and Cell Biology in Warsaw| University of British Columbia,2,60083635| 60010365| 60010365| 60083635| 60083635| 60010365| 60072262,Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| International Institute of Molecular and Cell Biology,7007049981,7005627810,7005627810,-,Poland| Canada,YuTian Wang
Cognitive flexibility and long-term depression (LTD) are impaired following β-catenin stabilization in vivo,"Mills, F., Bartlett, T.E., Dissing-Olesen, L., Wisniewska, M.B., Kuznicki, J., Macvicar, B.A., Wang, Y.T., Bamji, S.X.",8,7007049981| 58366876700| 8610366300| 7003863560| 58494664800| 7006717711| 8908521300| 7005627810,2014,2014-06-10,Proceedings of the National Academy of Sciences of the United States of America,English,71,"Mills, F., Bartlett, T.E., Dissing-Olesen, L. and 5 more (...) (2014).Cognitive flexibility and long-term depression (LTD) are impaired following β-catenin stabilization in vivo. Proceedings of the National Academy of Sciences of the United States of America,111(23) 8631-8636",https://www.scopus.com/record/display.url?eid=2-s2.0-84902142442&origin=resultslist,10.1073/pnas.1404670111,Article,Bronze|Green,2-s2.0-84902142442,International Institute of Molecular and Cell Biology in Warsaw| University of British Columbia,2,60083635| 60010365| 60010365| 60083635| 60083635| 60010365| 60072262,Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| International Institute of Molecular and Cell Biology,7007049981,7005627810,7005627810,-,Poland| Canada,Brian A. MacVicar
Cognitive flexibility and long-term depression (LTD) are impaired following β-catenin stabilization in vivo,"Mills, F., Bartlett, T.E., Dissing-Olesen, L., Wisniewska, M.B., Kuznicki, J., Macvicar, B.A., Wang, Y.T., Bamji, S.X.",8,7007049981| 58366876700| 8610366300| 7003863560| 58494664800| 7006717711| 8908521300| 7005627810,2014,2014-06-10,Proceedings of the National Academy of Sciences of the United States of America,English,71,"Mills, F., Bartlett, T.E., Dissing-Olesen, L. and 5 more (...) (2014).Cognitive flexibility and long-term depression (LTD) are impaired following β-catenin stabilization in vivo. Proceedings of the National Academy of Sciences of the United States of America,111(23) 8631-8636",https://www.scopus.com/record/display.url?eid=2-s2.0-84902142442&origin=resultslist,10.1073/pnas.1404670111,Article,Bronze|Green,2-s2.0-84902142442,International Institute of Molecular and Cell Biology in Warsaw| University of British Columbia,2,60083635| 60010365| 60010365| 60083635| 60083635| 60010365| 60072262,Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| International Institute of Molecular and Cell Biology,7007049981,7005627810,7005627810,-,Poland| Canada,Shernaz X. Bamji
Mesoscale infraslow spontaneous membrane potential fluctuations recapitulate high-frequency activity cortical motifs,"Chan, A.W., Mohajerani, M.H., LeDue, J.M., Wang, Y.T., Murphy, T.H.",5,55888120500| 6506284490| 56371437500| 8908521300| 7401632487,2015,2015-07-20,Nature Communications,English,62,"Chan, A.W., Mohajerani, M.H., LeDue, J.M. and 2 more (...) (2015).Mesoscale infraslow spontaneous membrane potential fluctuations recapitulate high-frequency activity cortical motifs. Nature Communications,6",https://www.scopus.com/record/display.url?eid=2-s2.0-84937460149&origin=resultslist,10.1038/ncomms8738,Article,Gold|Green,2-s2.0-84937460149,University of Lethbridge| China Medical University Taichung| University of British Columbia,3,60010365| 60010365| 60083635| 60010365| 60193419| 60006988| 60010365| 60024776,The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Vancouver Coastal Health Research Institute| China Medical University| The University of British Columbia| University of Lethbridge,55888120500,7401632487,8908521300,-,Taiwan| Canada,YuTian Wang
Mesoscale infraslow spontaneous membrane potential fluctuations recapitulate high-frequency activity cortical motifs,"Chan, A.W., Mohajerani, M.H., LeDue, J.M., Wang, Y.T., Murphy, T.H.",5,55888120500| 6506284490| 56371437500| 8908521300| 7401632487,2015,2015-07-20,Nature Communications,English,62,"Chan, A.W., Mohajerani, M.H., LeDue, J.M. and 2 more (...) (2015).Mesoscale infraslow spontaneous membrane potential fluctuations recapitulate high-frequency activity cortical motifs. Nature Communications,6",https://www.scopus.com/record/display.url?eid=2-s2.0-84937460149&origin=resultslist,10.1038/ncomms8738,Article,Gold|Green,2-s2.0-84937460149,University of Lethbridge| China Medical University Taichung| University of British Columbia,3,60010365| 60010365| 60083635| 60010365| 60193419| 60006988| 60010365| 60024776,The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Vancouver Coastal Health Research Institute| China Medical University| The University of British Columbia| University of Lethbridge,55888120500,7401632487,8908521300,-,Taiwan| Canada,Timothy H. Murphy
Removal of Muscle Artifacts from the EEG: A Review and Recommendations,"Chen, X., Xu, X., Liu, A., Lee, S., Chen, X., Zhang, X., McKeown, M.J., Wang, Z.J.",8,36456894700| 57197829580| 54397386900| 56503487900| 57192255114| 36007982800| 7005375626| 11241026700,2019,2019-07-15,IEEE Sensors Journal,English,54,"Chen, X., Xu, X., Liu, A. and 5 more (...) (2019).Removal of Muscle Artifacts from the EEG: A Review and Recommendations. IEEE Sensors Journal,19(14) 5353-5368",https://www.scopus.com/record/display.url?eid=2-s2.0-85067992739&origin=resultslist,10.1109/JSEN.2019.2906572,Article,,2-s2.0-85067992739,University of Science and Technology of China| University of British Columbia| Beijing Normal University,3,60089931| 60019118| 60023237| 60019118| 60010365| 60010365,Hefei National Laboratory for Physical Sciences at the Microscale| University of Science and Technology of China| Beijing Normal University| University of Science and Technology of China| The University of British Columbia| The University of British Columbia,36456894700,11241026700,36007982800,-,China| Canada,Z. Jane Wang
Removal of Muscle Artifacts from the EEG: A Review and Recommendations,"Chen, X., Xu, X., Liu, A., Lee, S., Chen, X., Zhang, X., McKeown, M.J., Wang, Z.J.",8,36456894700| 57197829580| 54397386900| 56503487900| 57192255114| 36007982800| 7005375626| 11241026700,2019,2019-07-15,IEEE Sensors Journal,English,54,"Chen, X., Xu, X., Liu, A. and 5 more (...) (2019).Removal of Muscle Artifacts from the EEG: A Review and Recommendations. IEEE Sensors Journal,19(14) 5353-5368",https://www.scopus.com/record/display.url?eid=2-s2.0-85067992739&origin=resultslist,10.1109/JSEN.2019.2906572,Article,,2-s2.0-85067992739,University of Science and Technology of China| University of British Columbia| Beijing Normal University,3,60089931| 60019118| 60023237| 60019118| 60010365| 60010365,Hefei National Laboratory for Physical Sciences at the Microscale| University of Science and Technology of China| Beijing Normal University| University of Science and Technology of China| The University of British Columbia| The University of British Columbia,36456894700,11241026700,36007982800,-,China| Canada,Martin McKeown
Anterior brain glucose hypometabolism predates dementia in progranulin mutation carriers,"Jacova, C., Hsiung, G.-Y.R., Tawankanjanachot, I., Dinelle, K., McCormick, S., Gonzalez, M., Lee, H., Sengdy, P., Bouchard-Kerr, P., Baker, M., Rademakers, R., Sossi, V., Stoessl, A.J., Feldman, H.H., Mackenzie, I.R.",15,8655210500| 7005203713| 12793144400| 23008057200| 15835259900| 15127443900| 55938794500| 25629850800| 55037425400| 58043846200| 6602533808| 56276238300| 7004896118| 7201854388| 16407421900,2013,2013-10-08,Neurology,English,54,"Jacova, C., Hsiung, G.-Y.R., Tawankanjanachot, I. and 12 more (...) (2013).Anterior brain glucose hypometabolism predates dementia in progranulin mutation carriers. Neurology,81(15) 1322-1331",https://www.scopus.com/record/display.url?eid=2-s2.0-84888222366&origin=resultslist,10.1212/WNL.0b013e3182a8237e,Article,Green,2-s2.0-84888222366,"Mayo Clinic Jacksonville, FL| University of British Columbia",2,60010365| 60010365| 60010365| 60002333,"The University of British Columbia| The University of British Columbia| The University of British Columbia| Mayo Clinic in Jacksonville, Florida",8655210500,16407421900,8655210500,-,United States| Canada,Ian Mackenzie
